chnm,Classification,casn,code,CmaxStand,NAS,testname,EC,testtarget,tgt_abbr
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,0.461452574,TOX21_AR_BLA_Antagonist_ratio_Row143,3.90468426,androgen receptor,AR
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-1.766277223,TOX21_AR_BLA_Antagonist_ratio_Row143,16.59766334,androgen receptor,AR
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.660904836,TOX21_AR_BLA_Antagonist_ratio_Row143,21.29517629,androgen receptor,AR
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.647152783,TOX21_AR_BLA_Antagonist_ratio_Row143,26.21400774,androgen receptor,AR
hydroxyzine,NoDILI Drugs,68-88-2,C68882,0.2694,0.999893467,TOX21_AR_BLA_Antagonist_ratio_Row143,2.87E-05,androgen receptor,AR
methysergide,NoDILI Drugs,361-37-5,C361375,0.004,0.998585,TOX21_AR_BLA_Antagonist_ratio_Row143,5.66E-06,androgen receptor,AR
amrinone,AmbiDILIDrugs,60719-84-8,C60719848,13.782,0.808401355,TOX21_AR_BLA_Antagonist_viability_Row157,2.640612528,androgen receptor,AR
melphalan,LessDILIDrugs,148-82-3,C148823,0.6356,0.999990576,TOX21_AR_BLA_Antagonist_viability_Row157,5.99E-06,androgen receptor,AR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.973079269,TOX21_AR_BLA_Antagonist_viability_Row157,0.145371945,androgen receptor,AR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.097690833,TOX21_AR_BLA_Antagonist_viability_Row157,21.68383583,androgen receptor,AR
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-1.262083974,TOX21_AR_BLA_Antagonist_viability_Row157,56.08972938,androgen receptor,AR
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.95096286,TOX21_AR_BLA_Antagonist_viability_Row157,0.037876287,androgen receptor,AR
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.553656511,TOX21_AR_BLA_Antagonist_viability_Row157,33.16010757,androgen receptor,AR
digoxin,NoDILI Drugs,20830-75-5,C20830755,0.0028,-3.665800714,TOX21_AR_BLA_Antagonist_viability_Row157,0.013064242,androgen receptor,AR
cladribine,AmbiDILIDrugs,4291-63-8,C4291638,0.0227,0.998127753,TOX21_AR_LUC_MDAKB2_Agonist_Row252,4.25E-05,androgen receptor,AR
dexamethasone,AmbiDILIDrugs,50-02-2,C50022,0.2242,0.974729398,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.005665669,androgen receptor,AR
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.919788048,TOX21_AR_LUC_MDAKB2_Agonist_Row252,2.646039884,androgen receptor,AR
medroxyprogesterone,AmbiDILIDrugs,520-85-4,C520854,0.1158,0.43795443,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.065084877,androgen receptor,AR
methylprednisolone,LessDILIDrugs,83-43-2,C83432,2.9909,0.992708088,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.021809381,androgen receptor,AR
prednisolone,LessDILIDrugs,50-24-8,C50248,0.6797,0.93632261,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.043281522,androgen receptor,AR
spironolactone,LessDILIDrugs,52-01-7,C52017,0.12,0.375115625,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.074986125,androgen receptor,AR
danazol,MostDILI Drugs,17230-88-5,C17230885,0.1092,0.953687875,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.005057284,androgen receptor,AR
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,-0.14714331,TOX21_AR_LUC_MDAKB2_Agonist_Row252,15.81910624,androgen receptor,AR
estramustine,MostDILI Drugs,2998-57-4,C2998574,0.822,-1.413145869,TOX21_AR_LUC_MDAKB2_Agonist_Row252,1.983605904,androgen receptor,AR
exemestane,MostDILI Drugs,107868-30-4,C107868304,0.0725,0.568032124,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.031317671,androgen receptor,AR
oxymetholone,MostDILI Drugs,434-07-1,C434071,0.0565,0.902330053,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.005518352,androgen receptor,AR
testosterone,MostDILI Drugs,58-22-0,C58220,0.0047,0.896170213,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.000488,androgen receptor,AR
fludrocortisone,NoDILI Drugs,127-31-1,C127311,0.0644,0.288691413,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.045808273,androgen receptor,AR
budesonide,NoDILI Drugs,51333-22-3,C51333223,0.0012,-0.5102125,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.001812255,androgen receptor,AR
codeine,NoDILI Drugs,76-57-3,C76573,297.46,0.806271017,TOX21_AR_LUC_MDAKB2_Agonist_Row252,57.62662315,androgen receptor,AR
hydrocortisone,NoDILI Drugs,50-23-7,C50237,0.8415,0.880078556,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.100913895,androgen receptor,AR
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,-2.275368384,TOX21_AR_LUC_MDAKB2_Agonist_Row252,0.107432083,steroidal,AR
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.337229655,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,21.86353441,androgen receptor,AR
auranofin,LessDILIDrugs,34031-32-8,C34031328,1.0007,-1.813733448,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,2.815703061,androgen receptor,AR
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.963102531,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,0.010013973,androgen receptor,AR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.969443738,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,0.165003813,androgen receptor,AR
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-2.254050605,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,42.30265786,androgen receptor,AR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.913738794,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,34.39617156,androgen receptor,AR
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-0.239243722,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,8.985012682,androgen receptor,AR
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-1.338755145,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,14.03253087,androgen receptor,AR
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.731970256,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,16.8322679,androgen receptor,AR
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.00402763,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,73.99357607,androgen receptor,AR
bisacodyl,NoDILI Drugs,603-50-9,C603509,0.15,-1.766834227,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,0.415025134,androgen receptor,AR
caffeine,NoDILI Drugs,58-08-2,C58082,42,-0.294736374,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,54.37892771,androgen receptor,AR
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-1.091663379,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,0.792949587,androgen receptor,AR
hydroxyzine,NoDILI Drugs,68-88-2,C68882,0.2694,0.999554566,TOX21_AR_LUC_MDAKB2_Antagonist_Row178,0.00012,androgen receptor,AR
ticlopidine,MostDILI Drugs,55142-85-3,C55142853,8.0746,-0.229068676,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,9.924237933,androgen receptor,AR
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-0.142588245,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,37.69181528,androgen receptor,AR
cyproheptadine,LessDILIDrugs,129-03-3,C129033,104.3827,-0.013499696,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,105.7918347,androgen receptor,AR
entacapone,LessDILIDrugs,130929-57-6,C130929576,4.2583,-3.556609835,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,19.40341166,androgen receptor,AR
omeprazole,LessDILIDrugs,73590-58-6,C73590586,2.7039,0.999994268,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,1.55E-05,androgen receptor,AR
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,0.335144035,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,1.310032194,androgen receptor,AR
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.917466024,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,0.022399721,androgen receptor,AR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.980381077,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,0.105942184,androgen receptor,AR
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,0.398414068,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,7.820617117,androgen receptor,AR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.234079127,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,22.63855389,androgen receptor,AR
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,0.946635318,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,0.386915289,androgen receptor,AR
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.88707486,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,11.32244916,androgen receptor,AR
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.724136582,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,17.32422262,androgen receptor,AR
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.522969223,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,35.43995214,androgen receptor,AR
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.047081793,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,40.02256471,androgen receptor,AR
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-0.047803543,TOX21_AR_LUC_MDAKB2_Antagonist2_Row168,0.397222323,androgen receptor,AR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.441624174,TOX21_ARE_BLA_Agonist_ch1_Row235,24.09136922,nrf2 transcription factor,NRF2
caffeine,NoDILI Drugs,58-08-2,C58082,42,-0.911098603,TOX21_ARE_BLA_Agonist_ch1_Row235,80.26614131,nrf2 transcription factor,NRF2
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.99527026,TOX21_ARE_BLA_Agonist_ch2_Row24,0.156025136,nrf2 transcription factor,NRF2
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.909791503,TOX21_ARE_BLA_Agonist_ch2_Row24,0.024482586,nrf2 transcription factor,NRF2
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-0.284390844,TOX21_ARE_BLA_Agonist_ch2_Row24,16.69708097,nrf2 transcription factor,NRF2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.298351462,TOX21_ARE_BLA_Agonist_ch2_Row24,4.911539764,nrf2 transcription factor,NRF2
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.98840949,TOX21_ARE_BLA_Agonist_ch2_Row24,0.00895251,nrf2 transcription factor,NRF2
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-2.627543522,TOX21_ARE_BLA_Agonist_ch2_Row24,26.30114155,nrf2 transcription factor,NRF2
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-1.26709994,TOX21_ARE_BLA_Agonist_ch2_Row24,13.60259964,nrf2 transcription factor,NRF2
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,-0.530935265,TOX21_ARE_BLA_Agonist_ch2_Row24,48.96727065,nrf2 transcription factor,NRF2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.187346134,TOX21_ARE_BLA_Agonist_ch2_Row24,5.190176443,nrf2 transcription factor,NRF2
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.666385041,TOX21_ARE_BLA_Agonist_ch2_Row24,14.01182827,nrf2 transcription factor,NRF2
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,0.186337301,TOX21_ARE_BLA_agonist_ratio_Row34,0.013262702,nrf2 transcription factor,NRF2
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,0.96910284,TOX21_ARE_BLA_agonist_ratio_Row34,1.019238593,nrf2 transcription factor,NRF2
carboplatin,LessDILIDrugs,41575-94-4,C41575944,107.7438,0.559883243,TOX21_ARE_BLA_agonist_ratio_Row34,47.41985184,nrf2 transcription factor,NRF2
cefazolin,LessDILIDrugs,25953-19-9,C25953199,107.8072,0.772395116,TOX21_ARE_BLA_agonist_ratio_Row34,24.53744525,nrf2 transcription factor,NRF2
cephalexin,LessDILIDrugs,15686-71-2,C15686712,46.0573,0.4267896,TOX21_ARE_BLA_agonist_ratio_Row34,26.40052335,nrf2 transcription factor,NRF2
dasatinib,LessDILIDrugs,302962-49-8,C302962498,0.23,-2.567569504,TOX21_ARE_BLA_agonist_ratio_Row34,0.820540986,androgen receptor,AR
entacapone,LessDILIDrugs,130929-57-6,C130929576,4.2583,-3.458178252,TOX21_ARE_BLA_agonist_ratio_Row34,18.98426045,nrf2 transcription factor,NRF2
pantoprazole,LessDILIDrugs,102625-70-7,C102625707,7.7992,-1.505535911,TOX21_ARE_BLA_agonist_ratio_Row34,19.54117568,nrf2 transcription factor,NRF2
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,-0.130555648,TOX21_ARE_BLA_agonist_ratio_Row34,3.718284471,nrf2 transcription factor,NRF2
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,-0.053999859,TOX21_ARE_BLA_agonist_ratio_Row34,4.57298919,nrf2 transcription factor,NRF2
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.915581507,TOX21_ARE_BLA_agonist_ratio_Row34,0.022911179,nrf2 transcription factor,NRF2
diflunisal,MostDILI Drugs,22494-42-4,C22494424,495.6055,0.943982152,TOX21_ARE_BLA_agonist_ratio_Row34,27.76275335,nrf2 transcription factor,NRF2
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-0.706652184,TOX21_ARE_BLA_agonist_ratio_Row34,22.18647839,nrf2 transcription factor,NRF2
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,0.846025217,TOX21_ARE_BLA_agonist_ratio_Row34,2.123312263,nrf2 transcription factor,NRF2
etodolac,MostDILI Drugs,41340-25-4,C41340254,68.4862,-0.098842284,TOX21_ARE_BLA_agonist_ratio_Row34,75.25553242,nrf2 transcription factor,NRF2
gefitinib,MostDILI Drugs,184475-35-2,C184475352,0.72,-2.05156195,TOX21_ARE_BLA_agonist_ratio_Row34,2.197124604,nrf2 transcription factor,NRF2
itraconazole,MostDILI Drugs,84625-61-6,C84625616,0.4,-3.254118015,TOX21_ARE_BLA_agonist_ratio_Row34,1.701647206,nrf2 transcription factor,NRF2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.620096181,TOX21_ARE_BLA_agonist_ratio_Row34,2.659326736,nrf2 transcription factor,NRF2
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-0.060041428,TOX21_ARE_BLA_agonist_ratio_Row34,26.28436323,nrf2 transcription factor,NRF2
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-0.004039913,TOX21_ARE_BLA_agonist_ratio_Row34,27.04763041,nrf2 transcription factor,NRF2
nimesulide,MostDILI Drugs,51803-78-2,C51803782,21.0825,-1.794707677,TOX21_ARE_BLA_agonist_ratio_Row34,58.91942459,nrf2 transcription factor,NRF2
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-3.094037963,TOX21_ARE_BLA_agonist_ratio_Row34,24.56422778,nrf2 transcription factor,NRF2
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.988394545,TOX21_ARE_BLA_agonist_ratio_Row34,0.728822554,nrf2 transcription factor,NRF2
ritonavir,MostDILI Drugs,155213-67-5,C155213675,7.5511,-2.204671158,TOX21_ARE_BLA_agonist_ratio_Row34,24.19879238,nrf2 transcription factor,NRF2
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,-0.004056632,TOX21_ARE_BLA_agonist_ratio_Row34,32.11495218,nrf2 transcription factor,NRF2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.247125873,TOX21_ARE_BLA_agonist_ratio_Row34,7.965018813,nrf2 transcription factor,NRF2
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.774977857,TOX21_ARE_BLA_agonist_ratio_Row34,9.450930006,nrf2 transcription factor,NRF2
codeine,NoDILI Drugs,76-57-3,C76573,297.46,0.693343271,TOX21_ARE_BLA_agonist_ratio_Row34,91.21811069,nrf2 transcription factor,NRF2
daunorubicin,NoDILI Drugs,20830-81-3,C20830813,0.3791,-1.646713458,TOX21_ARE_BLA_agonist_ratio_Row34,1.003369072,nrf2 transcription factor,NRF2
dopamine,NoDILI Drugs,51-61-6,C51616,0.077,-1.764445597,TOX21_ARE_BLA_agonist_ratio_Row34,0.212862311,nrf2 transcription factor,NRF2
methotrexate,MostDILI Drugs,59-05-2,C59052,0.7724,0.991178821,TOX21_ARE_BLA_agonist_ratio_Row34,0.006813479,nrf2 transcription factor,NRF2
anastrozole,LessDILIDrugs,120511-73-1,C120511731,0.062,-2.535202452,TOX21_Aromatase_Inhibition_Row119,0.219182552,aromatase,CYP19A1
auranofin,LessDILIDrugs,34031-32-8,C34031328,1.0007,-1.832348848,TOX21_Aromatase_Inhibition_Row119,2.834331492,aromatase,CYP19A1
dasatinib,LessDILIDrugs,302962-49-8,C302962498,0.23,0.208342278,TOX21_Aromatase_Inhibition_Row119,0.182081276,aromatase,CYP19A1
fluvastatin,LessDILIDrugs,93957-54-1,C93957541,0.6635,-0.636041955,TOX21_Aromatase_Inhibition_Row119,1.085513837,aromatase,CYP19A1
letrozole,LessDILIDrugs,112809-51-5,C112809515,0.13,0.927277777,TOX21_Aromatase_Inhibition_Row119,0.009453889,aromatase,CYP19A1
acitretin,MostDILI Drugs,55079-83-9,C55079839,1.2805,0.637823371,TOX21_Aromatase_Inhibition_Row119,0.463767173,aromatase,CYP19A1
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.962430718,TOX21_Aromatase_Inhibition_Row119,0.010196303,aromatase,CYP19A1
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,0.986957098,TOX21_Aromatase_Inhibition_Row119,0.070431669,aromatase,CYP19A1
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-0.626655562,TOX21_Aromatase_Inhibition_Row119,21.14652231,aromatase,CYP19A1
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,-0.055558896,TOX21_Aromatase_Inhibition_Row119,14.55615718,aromatase,CYP19A1
exemestane,MostDILI Drugs,107868-30-4,C107868304,0.0725,0.496987117,TOX21_Aromatase_Inhibition_Row119,0.036468434,aromatase,CYP19A1
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-0.286103987,TOX21_Aromatase_Inhibition_Row119,5.833253242,aromatase,CYP19A1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.115410677,TOX21_Aromatase_Inhibition_Row119,28.80787474,aromatase,CYP19A1
pazopanib,MostDILI Drugs,444731-52-6,C444731526,62.8,0.803071755,TOX21_Aromatase_Inhibition_Row119,12.36709379,aromatase,CYP19A1
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.317326539,TOX21_Aromatase_Inhibition_Row119,50.71772293,aromatase,CYP19A1
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-3.044574975,TOX21_Aromatase_Inhibition_Row119,25.83148699,aromatase,CYP19A1
hydroxyzine,NoDILI Drugs,68-88-2,C68882,0.2694,0.999967929,TOX21_Aromatase_Inhibition_Row119,8.64E-06,aromatase,CYP19A1
raloxifene,NoDILI Drugs,84449-90-1,C84449901,0.0011,-0.337996364,TOX21_Aromatase_Inhibition_Row119,0.001471796,aromatase,CYP19A1
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,-1.506059877,TOX21_ELG1_LUC_Agonist_Row616,0.040848776,"ATPase family, AAA domain containing 5",ATAD5
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.80266656,TOX21_ERa_BLA_Agonist_ch1_Row242,0.004301869,estrogen receptor,ESR1
quinidine,LessDILIDrugs,56-54-2,C56542,8.6616,0.706858125,TOX21_ERa_BLA_Agonist_ch1_Row242,2.539077668,estrogen receptor,ESR1
estramustine,MostDILI Drugs,2998-57-4,C2998574,0.822,0.993659159,TOX21_ERa_BLA_Agonist_ch1_Row242,0.005212171,estrogen receptor,ESR1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.270449834,TOX21_ERa_BLA_Agonist_ch1_Row242,29.89314884,estrogen receptor,ESR1
alclofenac,MostDILI Drugs,22131-79-9,C22131799,600.0276,0.993251185,TOX21_ERa_BLA_Agonist_ch1_Row242,4.049475187,estrogen receptor ,ESR1
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.953967798,TOX21_ERa_BLA_Agonist_ch2_Row269,0.001003502,estrogen receptor,ESR1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-1.026994087,TOX21_ERa_BLA_Agonist_ch2_Row269,66.86668363,estrogen receptor,ESR1
quinidine,LessDILIDrugs,56-54-2,C56542,8.6616,0.719261931,TOX21_ERa_BLA_Agonist_ch2_Row269,2.431640859,estrogen receptor,ESR1
tinidazole,LessDILIDrugs,19387-91-8,C19387918,81.6908,0.805328936,TOX21_ERa_BLA_Agonist_ch2_Row269,15.90283496,estrogen receptor,ESR1
estramustine,MostDILI Drugs,2998-57-4,C2998574,0.822,0.994418381,TOX21_ERa_BLA_Agonist_ch2_Row269,0.004588091,estrogen receptor,ESR1
ticlopidine,MostDILI Drugs,55142-85-3,C55142853,8.0746,-2.688753429,TOX21_ERa_BLA_Agonist_ch2_Row269,29.78520844,estrogen receptor,ESR1
alclofenac,MostDILI Drugs,22131-79-9,C22131799,600.0276,0.991964113,TOX21_ERa_BLA_Agonist_ch2_Row269,4.821754177,estrogen receptor ,ESR1
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.948103486,TOX21_ERa_BLA_Agonist_ratio_Row246,0.001131344,estrogen receptor,ESR1
quinidine,LessDILIDrugs,56-54-2,C56542,8.6616,0.616625924,TOX21_ERa_BLA_Agonist_ratio_Row246,3.320632897,estrogen receptor,ESR1
tinidazole,LessDILIDrugs,19387-91-8,C19387918,81.6908,0.773768936,TOX21_ERa_BLA_Agonist_ratio_Row246,18.48099662,estrogen receptor,ESR1
estramustine,MostDILI Drugs,2998-57-4,C2998574,0.822,0.992281955,TOX21_ERa_BLA_Agonist_ratio_Row246,0.006344233,estrogen receptor,ESR1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.973361273,TOX21_ERa_BLA_Agonist_ratio_Row246,34.81352891,estrogen receptor,ESR1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-1.207268992,TOX21_ERa_BLA_Agonist_ratio_Row246,72.81361025,estrogen receptor ,ESR1
alclofenac,MostDILI Drugs,22131-79-9,C22131799,600.0276,0.987410197,TOX21_ERa_BLA_Agonist_ratio_Row246,7.554229269,estrogen receptor ,ESR1
ethacrynic acid,AmbiDILIDrugs,58-54-8,C58548,32.9881,-1.082192919,TOX21_ERa_BLA_Antagonist_ch1_Row233,68.68758822,estrogen receptor,ESR1
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.543965726,TOX21_ERa_BLA_Antagonist_ch1_Row233,33.8800631,estrogen receptor,ESR1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.78829135,TOX21_ERa_BLA_Antagonist_ch2_Row230,33.51803945,estrogen receptor,ESR1
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,0.778881867,TOX21_ERa_BLA_Antagonist_ratio_Row156,3.759008268,estrogen receptor,ESR1
efavirenz,MostDILI Drugs,154598-52-4,C154598524,13,-1.736356969,TOX21_ERa_BLA_Antagonist_ratio_Row156,35.5726406,estrogen receptor,ESR1
erlotinib,MostDILI Drugs,183321-74-6,C183321746,13.79,0.708593344,TOX21_ERa_BLA_Antagonist_ratio_Row156,4.018497785,estrogen receptor,ESR1
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-0.39409391,TOX21_ERa_BLA_Antagonist_ratio_Row156,6.323052337,estrogen receptor,ESR1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.627785306,TOX21_ERa_BLA_Antagonist_ratio_Row156,32.39449714,estrogen receptor,ESR1
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-1.782752875,TOX21_ERa_BLA_Antagonist_ratio_Row156,74.96402316,estrogen receptor,ESR1
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-3.219055812,TOX21_ERa_BLA_Antagonist_ratio_Row156,25.31433487,estrogen receptor,ESR1
orlistat,MostDILI Drugs,96829-58-2,C96829582,20,0.898270358,TOX21_ERa_BLA_Antagonist_ratio_Row156,2.034592845,estrogen receptor,ESR1
ritonavir,MostDILI Drugs,155213-67-5,C155213675,7.5511,-2.249558395,TOX21_ERa_BLA_Antagonist_ratio_Row156,24.5377404,estrogen receptor,ESR1
tamoxifen,MostDILI Drugs,10540-29-1,C10540291,0.1712,-3.066350397,TOX21_ERa_BLA_Antagonist_ratio_Row156,0.696159188,estrogen receptor,ESR1
tipranavir,MostDILI Drugs,174484-41-4,C174484414,22.5,-0.712463496,TOX21_ERa_BLA_Antagonist_ratio_Row156,38.53042865,estrogen receptor,ESR1
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.684006602,TOX21_ERa_BLA_Antagonist_ratio_Row156,23.4760343,estrogen receptor,ESR1
methysergide,NoDILI Drugs,361-37-5,C361375,0.004,0.99873,TOX21_ERa_BLA_Antagonist_ratio_Row156,5.08E-06,estrogen receptor,ESR1
benzbromarone,MostDILI Drugs,3562-84-3,C3562843,4.3387,-2.330056416,TOX21_ERa_BLA_Antagonist_ratio_Row156,14.44811577,estrogen receptor ,ESR1
bortezomib,MostDILI Drugs,179324-69-7,C179324697,0.2714,0.955642815,TOX21_ERa_BLA_Antagonist_ratio_Row156,0.01203854,estrogen receptor ,ESR1
emtricitabine,AmbiDILIDrugs,143491-57-0,C143491570,17.1891,0.999466601,TOX21_ERa_LUC_BG1_Agonist_Row253,0.009168641,estrogen receptor,ESR1
estrone,AmbiDILIDrugs,53-16-7,C53167,0.0218,0.982614679,TOX21_ERa_LUC_BG1_Agonist_Row253,0.000379,estrogen receptor,ESR1
flurbiprofen,AmbiDILIDrugs,5104-49-4,C5104494,57.315,0.858138713,TOX21_ERa_LUC_BG1_Agonist_Row253,8.130779636,estrogen receptor,ESR1
nabumetone,AmbiDILIDrugs,42924-53-8,C42924538,1.4499,0.583349343,TOX21_ERa_LUC_BG1_Agonist_Row253,0.604101787,estrogen receptor,ESR1
norethindrone,AmbiDILIDrugs,68-22-4,C68224,0.0328,0.663824695,TOX21_ERa_LUC_BG1_Agonist_Row253,0.01102655,estrogen receptor,ESR1
pregabalin,LessDILIDrugs,148553-50-8,C148553508,59.412,0.787712294,TOX21_ERa_LUC_BG1_Agonist_Row253,12.61243718,estrogen receptor,ESR1
